open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,year,month,day,returns,moving_avg_7,moving_avg_30,volatility_7,volatility_30,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,RSI,upper_band,lower_band,middle_band,MACD,MACD_signal,MACD_hist,close_lag_1,returns_lag_1,close_lag_2,returns_lag_2,close_lag_3,returns_lag_3
4060.0,4089.97,3830.91,0.00678427817949891,902.332129,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,0,2017,9,19,0.5871619504593844,0.004210879177066938,0.007069009617783895,0.6241834620751177,0.6140581455733267,0.006155756497549222,0.041343657991336866,0.007069009617783895,0.02512945448764736,0.4262268379087226,0.012793325347373381,0.004640560119359975,0.006837163544810974,0.407272904557193,0.39831206751422216,0.4724877985713776,0.007998379514262317,0.7831383763471695,0.0047436125368082414,0.6306163680400155,0.004888951065799684,0.6436271756929486
3910.04,4046.08,3820.0,0.0066867381506838,720.935076,1505951999999,2839584.45308804,7231,395.275138,1562210.14983916,0,2017,9,20,0.6329697173609415,0.004147492099273786,0.007029212894506108,0.612096412690322,0.6130760696376456,0.005642434465378494,0.03712521739158241,0.007029212894506108,0.025387812122861755,0.42387622998221663,0.012092915957940917,0.004548579250805179,0.0064211147278784575,0.4078514346113717,0.39789865557659565,0.4756820940378754,0.00678427817949891,0.5871619504593844,0.007998379514262317,0.7831383763471695,0.0047436125368082414,0.6306163680400155
3889.99,3910.0,3567.0,0.003869249728704647,1001.654084,1506038399999,3757043.07821264,8714,517.258926,1946238.63873747,0,2017,9,21,0.5171849356822428,0.004744584472032513,0.006881687127465785,0.4384087284199966,0.6300855147974174,0.004871050028076994,0.031255501675485325,0.006881687127465785,0.02677234895418366,0.3595721922153515,0.011151149541409451,0.0043038857107711576,0.0058033032416960895,0.40652478850392293,0.39727188521407397,0.47310762688370445,0.0066867381506838,0.6329697173609415,0.00678427817949891,0.5871619504593844,0.007998379514262317,0.7831383763471695
3592.84,3750.0,3505.55,0.003732071919255512,838.966425,1506124799999,3031771.43292849,8152,511.059869,1848104.61254174,0,2017,9,22,0.6308028072167683,0.004596889318517136,0.0067039261429903615,0.2677419741047197,0.6288055452124262,0.004381148665754252,0.03017162349605892,0.0067039261429903615,0.028180484328962408,0.3566125632479129,0.010778611510582181,0.0037976420796109606,0.005361339953483778,0.40554062392635193,0.39655085279624097,0.4719702236365497,0.003869249728704647,0.5171849356822428,0.0066867381506838,0.6329697173609415,0.00678427817949891,0.5871619504593844
3595.88,3817.19,3542.91,0.0055209210732123405,752.792791,1506211199999,2799706.99951511,8402,431.94671,1608679.14327472,0,2017,9,23,0.7196927880968644,0.004689154465316092,0.006520034404678958,0.29175662599329005,0.6294915727720062,0.004039673302480333,0.027552270298247482,0.006520034404678958,0.028706203863689484,0.4134992999285322,0.010181838429381557,0.0036918384799300777,0.004993614715634906,0.4061438389686662,0.39610863417751135,0.4753345012284649,0.003732071919255512,0.6308028072167683,0.003869249728704647,0.5171849356822428,0.0066867381506838,0.6329697173609415
3779.54,3789.99,3622.76,0.004355298298587131,661.63639,1506297599999,2445788.43620041,8724,290.93917,1077964.32638088,0,2017,9,24,0.5859212396610944,0.004632462106860226,0.006307101350630805,0.301351899741579,0.6319937624914261,0.0037042314004401,0.02622795540445637,0.006307101350630805,0.029583495859672727,0.38521313051198103,0.010093568266420432,0.0033289045525580555,0.004771647030435873,0.4059776659187131,0.39571777779980644,0.4759542583463181,0.0055209210732123405,0.7196927880968644,0.003732071919255512,0.6308028072167683,0.003869249728704647,0.5171849356822428
3660.02,3979.87,3653.69,0.006888327353663241,727.994713,1506383999999,2784170.85318322,9740,298.839159,1144089.17964881,0,2017,9,25,0.7519981637280475,0.004470398837479003,0.006164145345263404,0.27231304726163147,0.6477357121148885,0.0034990366644881143,0.02334310735490894,0.006164145345263404,0.02960454850732876,0.460951519771969,0.009666428308410503,0.003332738597271609,0.0045468397486368925,0.40772210054594143,0.39579436293433906,0.48159459254142967,0.004355298298587131,0.5859212396610944,0.0055209210732123405,0.7196927880968644,0.003732071919255512,0.6308028072167683
3928.0,3976.99,3850.05,0.006515265888872374,526.727987,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,0,2017,9,26,0.6213155744539456,0.004431124096282026,0.0060174258049446455,0.2645584776798098,0.6478773940171357,0.003298370590336816,0.0204459458281578,0.0060174258049446455,0.02968763105403067,0.4509499553561651,0.008647604430713801,0.003682343904475395,0.004174908074616866,0.4089702357137374,0.3961341521539711,0.48477051714935077,0.006888327353663241,0.7519981637280475,0.004355298298587131,0.5859212396610944,0.0055209210732123405,0.7196927880968644
3882.36,4249.94,3872.81,0.009533274848176617,628.170966,1506556799999,2554629.81447101,8373,348.083641,1418522.03112125,0,2017,9,27,0.7661558582498047,0.004846707309381082,0.0059509755693267705,0.31358301256190924,0.6661602688934666,0.003475459096121042,0.023458251537832615,0.0059509755693267705,0.029422978267991947,0.5320465941080862,0.0075378645486106,0.004381545017395495,0.003923424724581445,0.41211796113805,0.39710839782589186,0.49242611967815403,0.006515265888872374,0.6213155744539456,0.006888327353663241,0.7519981637280475,0.004355298298587131,0.5859212396610944
4192.11,4300.0,4101.0,0.009353544715399762,849.785325,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,0,2017,9,28,0.6299952316345864,0.005647392905376136,0.005809292372953863,0.23944476114938978,0.6599786180945871,0.0041782788805849805,0.018425133748881373,0.005809292372953863,0.02852437363034641,0.5266360054140533,0.007354529510697545,0.004469956710081574,0.003868801578617992,0.4145467239620586,0.3984297722997893,0.49661471311848654,0.009533274848176617,0.7661558582498047,0.006515265888872374,0.6213155744539456,0.006888327353663241,0.7519981637280475
4178.98,4263.86,3952.01,0.009355390592439092,1602.309565,1506729599999,6571746.35900076,14834,660.408235,2706153.81551434,0,2017,9,29,0.6371842336640489,0.006468375415294221,0.005678769412858768,0.2373856061015654,0.6598663094161403,0.0045168159625016,0.020082520393967296,0.005678769412858768,0.027684627047285724,0.5266861756948958,0.007211878492211103,0.004538902614186338,0.0038263740713377972,0.4165078151023792,0.399924488972985,0.49870632866516174,0.009353544715399762,0.6299952316345864,0.009533274848176617,0.7661558582498047,0.006515265888872374,0.6213155744539456
4175.0,4380.0,4138.1,0.011335530898524366,720.353183,1506815999999,3088354.40084536,9324,292.966693,1258540.22252994,0,2017,9,30,0.7158493362159398,0.007317285684481652,0.0055599350248505194,0.235939082689745,0.6628549562130003,0.004990050423047621,0.02395303506898745,0.0055599350248505194,0.026328485602240142,0.5791351415978608,0.007655690264383182,0.004310214228367172,0.0039515281566505495,0.41942347766528976,0.4017708918268446,0.5029499132395223,0.009355390592439092,0.6371842336640489,0.009353544715399762,0.6299952316345864,0.009533274848176617,0.7661558582498047
