close,open,high,low,RSI,upper_band,lower_band,MACD,MACD_signal,MACD_hist,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5,returns_lag_1,returns_lag_2,returns_lag_3,returns_lag_4,returns_lag_5,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,volatility,target
4380.0,4400.0,4561.63,4360.0,58.5776911091292,4513.074193530169,3309.1118064698303,47.64387291287676,-38.45352052579926,86.09739343867602,4378.48,4378.51,4174.69,4174.5,4193.0,-6.851645879657475e-06,0.04882278684165775,4.5514432866156085e-05,-0.004412115430479369,0.08001596970906788,4223.075714285714,180.10870743869737,4051.7690000000002,341.8881514860541,201.6300000000001,4310.0
4310.0,4380.0,4467.33,4180.8,56.2861134958839,4555.973573750231,3302.743426249769,58.343081597354285,-19.094200101168553,77.43728169852284,4380.0,4378.48,4378.51,4174.69,4174.5,0.0003471524364619949,-6.851645879657475e-06,0.04882278684165775,4.5514432866156085e-05,-0.004412115430479369,4284.168571428571,99.97527834896239,4045.1330000000003,334.5592334251131,286.52999999999975,4208.59
4208.59,4314.9,4373.0,4142.0,53.04837455449202,4517.202949752827,3443.471050247172,57.971087471547435,-3.6811425866253558,61.65223005817279,4310.0,4380.0,4378.48,4378.51,4174.69,-0.01598173515981738,0.0003471524364619949,-6.851645879657475e-06,0.04882278684165775,4.5514432866156085e-05,4286.395714285714,97.75481963517132,4048.7490000000003,335.7580202174539,231.0,4292.43
4292.43,4208.59,4355.0,4110.0,55.33584182993051,4547.059939554024,3472.8570604459755,63.707091077008045,9.796504146101324,53.91058693090672,4208.59,4310.0,4380.0,4378.48,4378.51,-0.02352900232018562,-0.01598173515981738,0.0003471524364619949,-6.851645879657475e-06,0.04882278684165775,4303.242857142856,84.52317901307507,4046.2810000000004,333.6072986296386,245.0,4369.0
4369.0,4318.99,4417.0,4292.0,57.37818294003371,4583.564225240896,3501.7577747591035,73.58325240804425,22.55385379848991,51.029398609554335,4292.43,4208.59,4310.0,4380.0,4378.48,0.019921161244027097,-0.02352900232018562,-0.01598173515981738,0.0003471524364619949,-6.851645879657475e-06,4331.001428571429,64.89658887506515,4037.922,321.6703600057148,125.0,4423.0
4423.0,4369.0,4479.5,4312.56,58.80870439195925,4619.917527143483,3537.705472856518,84.79012236930521,35.00110751265297,49.78901485665224,4369.0,4292.43,4208.59,4310.0,4380.0,0.017838380590947223,0.019921161244027097,-0.02352900232018562,-0.01598173515981738,0.0003471524364619949,4337.357142857143,72.10329458822517,4028.9683333333332,306.2146427171096,166.9399999999996,4640.0
4640.0,4425.0,4658.0,4425.0,64.0328901707329,4702.136371125797,3515.985628874202,109.91470570226738,49.983827150575856,59.93087855169153,4423.0,4369.0,4292.43,4208.59,4310.0,0.012359807736324058,0.017838380590947223,0.019921161244027097,-0.02352900232018562,-0.01598173515981738,4374.717142857143,136.21339443611927,4040.875,322.9140451634032,233.0,4786.95
4786.95,4640.0,4889.98,4550.0,67.0779419161255,4807.149201091118,3498.663798908882,140.06912619729792,68.00088695992028,72.06823923737764,4640.0,4423.0,4369.0,4292.43,4208.59,0.04906172281257071,0.012359807736324058,0.017838380590947223,0.019921161244027097,-0.02352900232018562,4432.852857142857,207.19323667487302,4058.4796666666666,348.5816309232685,339.97999999999956,4783.06
4783.06,4786.95,4960.0,4680.59,66.91643666892281,4894.814406438501,3499.3045935614996,161.78784167121285,86.7582779021788,75.02956376903404,4786.95,4640.0,4423.0,4369.0,4292.43,0.03167025862068962,0.04906172281257071,0.012359807736324058,0.017838380590947223,0.019921161244027097,4500.432857142858,235.63992571395204,4080.236,372.75367420284886,279.40999999999985,4821.43
4821.43,4783.06,4881.61,4710.0,67.74148272136915,4951.334336530887,3563.928663469112,180.02104790665908,105.41083190307486,74.61021600358421,4783.06,4786.95,4640.0,4423.0,4369.0,-0.0008126259935865576,0.03167025862068962,0.04906172281257071,0.012359807736324058,0.017838380590947223,4587.981428571429,222.62475659193876,4100.668,396.09361204052493,171.60999999999967,5430.0
5430.0,4821.43,5439.99,4810.16,77.37769234347725,5146.136105057985,3552.5398949420137,240.8016961206804,132.48900474659598,108.31269137408441,4821.43,4783.06,4786.95,4640.0,4423.0,0.008022061190952945,-0.0008126259935865576,0.03167025862068962,0.04906172281257071,0.012359807736324058,4750.4914285714285,349.79727950288634,4142.877333333333,464.5915340711391,629.8299999999999,5649.98
5649.98,5439.99,5846.17,5379.84,79.73426842121364,5377.408419958901,3508.2655800411003,303.22594533541724,166.63639286436023,136.589552471057,5430.0,4821.43,4783.06,4786.95,4640.0,0.1262218885268478,0.008022061190952945,-0.0008126259935865576,0.03167025862068962,0.04906172281257071,4933.488571428571,440.3175218872787,4199.720333333334,538.0251225289564,466.3299999999999,5869.99
5869.99,5650.0,5900.0,5580.01,81.77867987421584,5606.605033870126,3500.065966129873,366.2289218388678,206.55489865926177,159.67402317960602,5649.98,5430.0,4821.43,4783.06,4786.95,0.04051197053406996,0.1262218885268478,0.008022061190952945,-0.0008126259935865576,0.03167025862068962,5140.2014285714295,496.7564841861197,4289.085999999999,584.9656301698417,319.9899999999998,5709.99
5709.99,5855.03,5922.3,5400.01,75.79065079871992,5767.475212375857,3518.119787624142,398.6531464858581,244.97454822458104,153.67859826127705,5869.99,5649.98,5430.0,4821.43,4783.06,0.038939960849418975,0.04051197053406996,0.1262218885268478,0.008022061190952945,-0.0008126259935865576,5293.057142857143,481.5782194588386,4356.085666666667,628.6448497866929,522.29,5760.02
5760.02,5710.0,5788.91,5585.19,76.37321479594762,5904.424402154767,3568.9375978452335,423.50468264534175,280.6805751087332,142.82410753660855,5709.99,5869.99,5649.98,5430.0,4821.43,-0.027257286639329914,0.038939960849418975,0.04051197053406996,0.1262218885268478,0.008022061190952945,5432.067142857143,450.5827519155745,4424.254666666666,666.4678474834296,203.72000000000025,5595.0
5595.0,5760.0,5774.98,5508.63,70.35910188945164,6003.523707717908,3610.0382922820936,424.985006614791,309.54146140994476,115.44354520484626,5760.02,5709.99,5869.99,5649.98,5430.0,0.008761836710747373,-0.027257286639329914,0.038939960849418975,0.04051197053406996,0.1262218885268478,5548.058571428572,348.6420470639698,4487.421666666666,685.0015250830415,266.34999999999945,5512.06
5512.06,5595.0,5596.0,5037.95,67.48279196844715,6071.085524641904,3676.232475358097,414.6853743217416,330.57024399230414,84.11513032943748,5595.0,5760.02,5709.99,5869.99,5649.98,-0.028649206079145673,0.008761836710747373,-0.027257286639329914,0.038939960849418975,0.04051197053406996,5646.72,149.70857011764517,4536.656666666666,704.1764677160538,558.0500000000002,5683.9
5683.9,5513.0,5710.0,5490.26,70.20088131485625,6151.051152257725,3747.1878477422742,415.5981367779368,347.57582254943065,68.02231422850616,5512.06,5595.0,5760.02,5709.99,5869.99,-0.014823949955317217,-0.028649206079145673,0.008761836710747373,-0.027257286639329914,0.038939960849418975,5682.9914285714285,115.23990489824108,4595.785333333333,723.9428267372839,219.73999999999978,6010.01
6010.01,5683.31,6110.0,5600.0,74.54881594791476,6286.879384680191,3774.5096153198087,437.591575890021,365.57897321754876,72.01260267247221,5683.9,5512.06,5595.0,5760.02,5709.99,0.031175277482465624,-0.014823949955317217,-0.028649206079145673,0.008761836710747373,-0.027257286639329914,5734.424285714286,166.84095928530718,4666.119,755.8099723058027,510.0,6024.97
6024.97,6013.72,6171.0,5850.03,74.7309622884609,6402.798506146683,3823.239493853317,451.02949455743783,382.6690774855266,68.36041707191123,6010.01,5683.9,5512.06,5595.0,5760.02,0.05737433804254133,0.031175277482465624,-0.014823949955317217,-0.028649206079145673,0.008761836710747373,5756.564285714287,195.6284429607353,4746.618333333333,767.9546504304914,320.97000000000025,5950.02
5950.02,6003.27,6060.0,5720.03,71.95263201721343,6484.397531091007,3898.6424689089918,450.4389237748446,396.2230467433902,54.2158770314544,6024.97,6010.01,5683.9,5512.06,5595.0,0.0024891805504483333,0.05737433804254133,0.031175277482465624,-0.014823949955317217,-0.028649206079145673,5790.854285714287,206.82047237940893,4825.09,766.588856648682,339.97000000000025,5915.93
5915.93,5975.0,6080.0,5621.03,70.66576867101413,6534.860705992402,4008.7722940075982,442.12358856027913,405.40315510676805,36.72043345351108,5950.02,6024.97,6010.01,5683.9,5512.06,-0.012439895966286918,0.0024891805504483333,0.05737433804254133,0.031175277482465624,-0.014823949955317217,5813.127142857143,211.29318759442623,4896.287666666667,765.3653926638402,458.97000000000025,5477.03
5477.03,5909.47,5925.0,5450.0,56.624317618838326,6502.081961656693,4168.3950383433075,395.5583135225388,403.4341867899222,-7.875873267383383,5915.93,5950.02,6024.97,6010.01,5683.9,-0.0057293925062437134,-0.012439895966286918,0.0024891805504483333,0.05737433804254133,0.031175277482465624,5796.274285714286,234.96899588791555,4956.854666666667,735.4706307867692,475.0,5689.99
5689.99,5506.92,5704.96,5286.98,60.70435775106132,6477.34396480911,4332.8890351908885,371.55602323915264,397.0585540797683,-25.50253084061569,5477.03,5915.93,5950.02,6024.97,6010.01,-0.07418951880769387,-0.0057293925062437134,-0.012439895966286918,0.0024891805504483333,0.05737433804254133,5821.692857142858,207.0661878654911,5015.829333333333,720.3023457904798,417.9800000000005,5861.77
5861.77,5670.1,5939.99,5650.0,63.67267791912985,6456.682385766194,4502.8276142338045,362.2198012423214,390.09080351227897,-27.871002269957557,5689.99,5477.03,5915.93,5950.02,6024.97,0.038882386987108,-0.07418951880769387,-0.0057293925062437134,-0.012439895966286918,0.0024891805504483333,5847.102857142857,198.05641710670963,5081.81,703.3531847489961,289.9899999999998,5768.83
5768.83,5861.77,5980.0,5649.24,60.988394874198974,6401.236864199322,4692.856135800677,343.36321932181545,380.74528667418633,-37.38206735237088,5861.77,5689.99,5477.03,5915.93,5950.02,0.030189859736133196,0.038882386987108,-0.07418951880769387,-0.0057293925062437134,-0.012439895966286918,5812.648571428572,185.57850292429603,5134.337666666667,693.4596913859741,330.7600000000002,5719.64
5719.64,5768.79,5850.02,5630.03,59.557298052590944,6348.956294383233,4853.1007056167655,320.7525842636205,368.74674619207315,-47.99416192845263,5768.83,5861.77,5689.99,5477.03,5915.93,-0.01585527920747498,0.030189859736133196,0.038882386987108,-0.07418951880769387,-0.0057293925062437134,5769.03,161.7036545660104,5185.842333333334,676.8948504431402,219.9900000000007,6169.98
6169.98,5709.98,6189.88,5648.01,67.15581288600478,6357.540652670756,4982.819347329243,335.3069575455056,362.0587884627597,-26.751830917254097,5719.64,5768.83,5861.77,5689.99,5477.03,-0.00852685899913841,-0.01585527920747498,0.030189859736133196,0.038882386987108,-0.07418951880769387,5800.452857142857,215.2441180547024,5252.352,672.1248947741609,541.8699999999999,6120.5
6120.5,6133.01,6248.68,6030.0,65.69532858563585,6318.204691557018,5155.899308442981,338.9416721390562,357.43536519801904,-18.493693058962833,6169.98,5719.64,5768.83,5861.77,5689.99,0.07873572462602518,-0.00852685899913841,-0.01585527920747498,0.030189859736133196,0.038882386987108,5829.677142857143,245.321888255302,5310.418333333333,669.2696608222512,218.6800000000003,6463.0
6463.0,6120.52,6498.01,6100.0,70.48088256684936,6317.646598655767,5320.614401344234,365.2487371666066,358.9980395917366,6.250697574870003,6120.5,6169.98,5719.64,5768.83,5861.77,-0.008019474941571847,0.07873572462602518,-0.00852685899913841,-0.01585527920747498,0.030189859736133196,5970.53,288.3742116301986,5379.902333333333,677.3383288853005,398.0100000000002,6753.98
6753.98,6463.0,6774.67,6338.02,73.82207454052805,6498.1045635746905,5272.554436425311,404.9093865509658,368.18030898358245,36.72907756738334,6463.0,6120.5,6169.98,5719.64,5768.83,0.05595948043460508,-0.008019474941571847,0.07873572462602518,-0.00852685899913841,-0.01585527920747498,6122.528571428572,381.29698977869236,5459.035000000001,694.9387105535764,436.64999999999964,7019.98
7019.98,6753.98,7300.0,6685.1,76.44662206885853,6730.445719595601,5177.213280404399,452.5875661364207,385.0617604141501,67.5258057222706,6753.98,6463.0,6120.5,6169.98,5719.64,0.04502243540151629,0.05595948043460508,-0.008019474941571847,0.07873572462602518,-0.00852685899913841,6287.987142857142,486.16057507489325,5549.367666666667,716.233507317773,614.8999999999996,7115.04
7115.04,7010.31,7346.34,6923.0,77.32166864211302,6941.234641580816,5090.929358419185,492.3677060835853,406.5229495480372,85.84475653554807,7019.98,6753.98,6463.0,6120.5,6169.98,0.039384185324801146,0.04502243540151629,0.05595948043460508,-0.008019474941571847,0.07873572462602518,6480.302857142857,512.1372830831781,5646.249333333332,725.1346143038653,423.34000000000015,7357.09
7357.09,7115.02,7480.99,6901.0,79.41842747776508,7179.963724054454,5016.910275945545,537.2322863147419,432.6648169013782,104.56746941336377,7115.04,7019.98,6753.98,6463.0,6120.5,0.013541349120652857,0.039384185324801146,0.04502243540151629,0.05595948043460508,-0.008019474941571847,6714.2242857142855,479.7257287192862,5748.404666666666,743.474223112443,579.9899999999998,7345.01
7345.01,7357.27,7590.25,7279.02,79.02573511022334,7374.54144423132,4980.831555768679,565.2966464808642,459.19118281727543,106.10546366358875,7357.09,7115.04,7019.98,6753.98,6463.0,0.03401948548426992,0.013541349120652857,0.039384185324801146,0.04502243540151629,0.05595948043460508,6882.085714285715,462.8295599122695,5847.605,751.5738398245567,311.22999999999956,6960.12
6960.12,7345.1,7401.0,6906.0,67.5628595912844,7457.702359177945,5034.182640822053,550.1387902408651,477.38070430199343,72.75808593887166,7345.01,7357.09,7115.04,7019.98,6753.98,-0.001641953544132213,0.03401948548426992,0.013541349120652857,0.039384185324801146,0.04502243540151629,7002.0314285714285,319.01800839602635,5932.175666666666,728.1212989590568,495.0,7064.04
7064.04,6981.72,7198.49,6901.0,68.87558364144863,7536.148417451386,5110.934582548614,540.2835035543585,489.96126415246647,50.322239401892034,6960.12,7345.01,7357.09,7115.04,7019.98,-0.05240156242129013,-0.001641953544132213,0.03401948548426992,0.013541349120652857,0.039384185324801146,7087.894285714286,213.0407270811232,6012.977,714.1474638947127,297.4899999999998,7303.0
7303.0,7070.0,7770.02,6651.0,71.71065816657101,7651.18821373317,5157.80478626683,545.4673843150249,501.0624881849782,44.40489613004672,7064.04,6960.12,7345.01,7357.09,7115.04,0.014930777055568,-0.05240156242129013,-0.001641953544132213,0.03401948548426992,0.013541349120652857,7166.325714285714,165.34277706808834,6096.845333333334,712.9393169791672,1119.0200000000004,7079.99
7079.99,7303.01,7392.0,7015.0,65.69631651830178,7724.062651085971,5191.928348914027,525.5227053176541,505.95453161151335,19.568173706140726,7303.0,7064.04,6960.12,7345.01,7357.09,0.03382766801999981,0.014930777055568,-0.05240156242129013,-0.001641953544132213,0.03401948548426992,7174.898571428572,157.87744924772684,6173.409666666667,689.9492795075573,377.0,6506.98
6506.98,7079.0,7279.91,6255.01,53.32171917152421,7732.528074994858,5231.663925005141,458.1974701451527,496.40311931824124,-38.205649173088545,7079.99,7303.0,7064.04,6960.12,7345.01,-0.030536765712720793,0.03382766801999981,0.014930777055568,-0.05240156242129013,-0.001641953544132213,7088.032857142857,299.7955795601815,6229.594666666667,643.0956319174261,1024.8999999999996,6245.05
6245.05,6503.0,6797.98,6100.0,48.7970069171719,7728.6458335087555,5265.049166491244,379.33345432458736,472.9891863195105,-93.65573199492314,6506.98,7079.99,7303.0,7064.04,6960.12,-0.08093373013238725,-0.030536765712720793,0.03382766801999981,0.014930777055568,-0.05240156242129013,6929.169999999999,408.41784910393045,6256.763,625.1160291809632,697.9799999999996,5811.03
5811.03,6245.05,6630.0,5325.01,42.379686228861225,7734.097246320863,5249.107753679135,278.5998413104744,434.1113173177033,-155.5114760072289,6245.05,6506.98,7079.99,7303.0,7064.04,-0.0402536967994368,-0.08093373013238725,-0.030536765712720793,0.03382766801999981,0.014930777055568,6710.029999999999,538.8241230680122,6262.131333333334,620.3991811825377,1304.9899999999998,6465.99
6465.99,5839.94,6697.47,5699.99,52.52595790697986,7693.557551735019,5388.54344826498,248.7500893329161,397.0390717207459,-148.28898238782978,5811.03,6245.05,6506.98,7079.99,7303.0,-0.06949824260814574,-0.0402536967994368,-0.08093373013238725,-0.030536765712720793,0.03382766801999981,6639.4400000000005,532.9350320630197,6281.9980000000005,616.9419067738894,997.4800000000005,6574.99
6574.99,6465.99,6684.98,6311.07,53.97836809417841,7669.6481551821125,5500.952844817886,231.2239293581015,363.87604324821706,-132.65211389011557,6465.99,5811.03,6245.05,6506.98,7079.99,0.11270979499331446,-0.06949824260814574,-0.0402536967994368,-0.08093373013238725,-0.030536765712720793,6569.575714285714,498.96893757218584,6310.8313333333335,609.4546035637658,373.90999999999985,7240.06
7240.06,6575.99,7298.0,6575.99,61.6814968217938,7720.918205085624,5587.511794914374,267.9115940005331,344.6831533986803,-76.77155939814719,6574.99,6465.99,5811.03,6245.05,6506.98,0.01685743405108875,0.11270979499331446,-0.06949824260814574,-0.0402536967994368,-0.08093373013238725,6560.584285714285,483.8891191811569,6360.166,623.0809990605991,722.0100000000002,7864.5
7864.5,7240.14,7940.0,7076.0,67.22796571697569,7868.103561232227,5649.893438767773,343.41524471468347,344.42957166188097,-1.0143269471975032,7240.06,6574.99,6465.99,5811.03,6245.05,0.10115148464104129,0.01685743405108875,0.11270979499331446,-0.06949824260814574,-0.0402536967994368,6672.657142857142,676.6810788378489,6435.816000000001,663.4424879920738,864.0,7699.19
7699.19,7876.98,7989.0,7451.0,64.56362921549588,7931.1333267028185,5784.818673297181,385.46984006377807,352.63762534226043,32.83221472151763,7864.5,7240.06,6574.99,6465.99,5811.03,0.08624790402289473,0.10115148464104129,0.01685743405108875,0.11270979499331446,-0.06949824260814574,6842.972857142857,771.4329078780321,6508.720333333334,678.4327673115174,538.0,7761.94
7761.94,7680.01,7819.99,7422.0,65.12857668322198,8030.77378270028,5844.374217299721,419.03147641917985,365.91639555764436,53.11508086153549,7699.19,7864.5,7240.06,6574.99,6465.99,-0.02101977239493935,0.08624790402289473,0.10115148464104129,0.01685743405108875,0.11270979499331446,7059.671428571429,788.3456685454049,6577.988333333333,697.1406835960172,397.9899999999998,8038.0
8038.0,7761.94,8123.15,7650.33,67.57752400525695,8159.052480092319,5907.8455199076825,462.5727986187767,385.24767616987083,77.32512244890586,7761.94,7699.19,7864.5,7240.06,6574.99,0.008150208008894433,-0.02101977239493935,0.08624790402289473,0.10115148464104129,0.01685743405108875,7377.8099999999995,634.884462034906,6645.588000000001,737.3319114277266,472.8199999999997,8212.0
8212.0,8057.11,8319.99,7954.0,69.05276207513424,8324.687712356092,5917.110287643909,505.29522713847564,409.2571863635918,96.03804077488383,8038.0,7761.94,7699.19,7864.5,7240.06,0.03556585080534003,0.008150208008894433,-0.02101977239493935,0.08624790402289473,0.10115148464104129,7627.239999999999,554.8903270317066,6718.4890000000005,780.6967546402841,365.9899999999998,8119.51
8119.51,8212.49,8400.0,7801.0,67.29984955977713,8455.263734499844,5923.087265500155,525.6307454699954,432.5318981848726,93.09884728512282,8212.0,8038.0,7761.94,7699.19,7864.5,0.02164717591440657,0.03556585080534003,0.008150208008894433,-0.02101977239493935,0.08624790402289473,7847.885714285714,327.0391469869132,6790.805333333333,807.0927164391991,599.0,8205.92
8205.92,8091.09,8322.68,8091.09,68.11423488369263,8586.360138374364,5910.584861625637,542.4661430748038,454.51874716285886,87.94739591194491,8119.51,8212.0,8038.0,7761.94,7699.19,-0.011262786166585492,0.02164717591440657,0.03556585080534003,0.008150208008894433,-0.02101977239493935,7985.865714285714,211.02713489484995,6867.138333333333,829.476399016104,231.59000000000015,8019.99
8019.99,8233.03,8260.0,8000.0,64.39784175830336,8671.123714253716,5916.316285746283,534.6422962629031,470.5434569828677,64.09883928003535,8205.92,8119.51,8212.0,8038.0,7761.94,0.010642267821580287,-0.011262786166585492,0.02164717591440657,0.03556585080534003,0.008150208008894433,8008.078571428572,204.19584679332658,6951.903666666666,812.2767647514411,260.0,8138.0
8138.0,8019.97,8369.0,7850.0,65.67784860454157,8758.56400612172,5906.966993878278,531.8336151850563,482.80148862330543,49.03212656175083,8019.99,8205.92,8119.51,8212.0,8038.0,-0.02265803224988794,0.010642267821580287,-0.011262786166585492,0.02164717591440657,0.03556585080534003,8070.765714285714,154.99212128985752,7033.504,804.0555117206067,519.0,8700.01
8700.01,8138.99,8734.78,8090.0,71.02133031335958,8945.954806171203,5855.076193828796,568.4050061903326,499.9221921367109,68.48281405362172,8138.0,8019.99,8205.92,8119.51,8212.0,0.014714482187633715,-0.02265803224988794,0.010642267821580287,-0.011262786166585492,0.02164717591440657,8204.775714285714,230.5788493377724,7128.111999999999,828.0516014089177,644.7800000000007,9128.02
9128.02,8700.04,9350.0,8604.72,74.30254398204215,9211.687486331131,5806.1335136688685,624.7235033461429,524.8824543785973,99.84104896754559,8700.01,8138.0,8019.99,8205.92,8119.51,0.06905996559351202,0.014714482187633715,-0.02265803224988794,0.010642267821580287,-0.011262786166585492,8360.492857142857,402.87109326744263,7240.085,864.2369577352779,745.2800000000007,9650.0
9650.0,9128.0,9654.28,9112.04,77.62929546891708,9564.305193058508,5712.11180694149,703.3677560654132,560.5795147159606,142.78824134945262,9128.02,8700.01,8138.0,8019.99,8205.92,0.04919649517644231,0.06905996559351202,0.014714482187633715,-0.02265803224988794,0.010642267821580287,8565.921428571428,621.7184469792707,7371.096999999999,921.7912292478637,542.2399999999998,9896.8
9896.8,9650.0,9939.0,9570.5,79.01274058525334,9922.044421633658,5613.752578366342,776.6557859045524,603.7947689536791,172.86101695087336,9650.0,9128.02,8700.01,8138.0,8019.99,0.057184361997453914,0.04919649517644231,0.06905996559351202,0.014714482187633715,-0.02265803224988794,8819.820000000002,757.1774539036624,7495.324333333334,1001.977247407328,368.5,9687.88
9687.88,9896.79,11300.03,8520.0,74.79596960433348,10181.920798123838,5614.665201876163,808.5584214092378,644.7474994447908,163.81092196444695,9896.8,9650.0,9128.02,8700.01,8138.0,0.025575129533678576,0.057184361997453914,0.04919649517644231,0.06905996559351202,0.014714482187633715,9031.528571428573,764.0699683586927,7614.237,1043.9934182054114,2780.0300000000007,9838.96
9838.96,9687.88,10900.0,8850.8,75.80169513518177,10403.699884659174,5726.0841153408255,836.3909885834601,683.0761972725247,153.31479131093533,9687.88,9896.8,9650.0,9128.02,8700.01,-0.02110985369008167,0.025575129533678576,0.057184361997453914,0.04919649517644231,0.06905996559351202,9291.381428571429,665.6936455164562,7726.769,1096.2614797302497,2049.2000000000007,10782.99
