close,open,high,low,RSI,upper_band,lower_band,MACD,MACD_signal,MACD_hist,close_lag_1,close_lag_2,close_lag_3
6024.97,6013.72,6171.0,5850.03,74.7309622884609,6402.798506146683,3823.239493853317,451.02949455743783,382.6690774855266,68.36041707191123,6010.01,5683.9,5512.06
5950.02,6003.27,6060.0,5720.03,71.95263201721343,6484.397531091007,3898.6424689089918,450.4389237748446,396.2230467433902,54.2158770314544,6024.97,6010.01,5683.9
5915.93,5975.0,6080.0,5621.03,70.66576867101413,6534.860705992402,4008.7722940075982,442.12358856027913,405.40315510676805,36.72043345351108,5950.02,6024.97,6010.01
5477.03,5909.47,5925.0,5450.0,56.624317618838326,6502.081961656693,4168.3950383433075,395.5583135225388,403.4341867899222,-7.875873267383383,5915.93,5950.02,6024.97
5689.99,5506.92,5704.96,5286.98,60.70435775106132,6477.34396480911,4332.8890351908885,371.55602323915264,397.0585540797683,-25.50253084061569,5477.03,5915.93,5950.02
5861.77,5670.1,5939.99,5650.0,63.67267791912985,6456.682385766194,4502.8276142338045,362.2198012423214,390.09080351227897,-27.871002269957557,5689.99,5477.03,5915.93
5768.83,5861.77,5980.0,5649.24,60.988394874198974,6401.236864199322,4692.856135800677,343.36321932181545,380.74528667418633,-37.38206735237088,5861.77,5689.99,5477.03
5719.64,5768.79,5850.02,5630.03,59.557298052590944,6348.956294383233,4853.1007056167655,320.7525842636205,368.74674619207315,-47.99416192845263,5768.83,5861.77,5689.99
6169.98,5709.98,6189.88,5648.01,67.15581288600478,6357.540652670756,4982.819347329243,335.3069575455056,362.0587884627597,-26.751830917254097,5719.64,5768.83,5861.77
6120.5,6133.01,6248.68,6030.0,65.69532858563585,6318.204691557018,5155.899308442981,338.9416721390562,357.43536519801904,-18.493693058962833,6169.98,5719.64,5768.83
6463.0,6120.52,6498.01,6100.0,70.48088256684936,6317.646598655767,5320.614401344234,365.2487371666066,358.9980395917366,6.250697574870003,6120.5,6169.98,5719.64
6753.98,6463.0,6774.67,6338.02,73.82207454052805,6498.1045635746905,5272.554436425311,404.9093865509658,368.18030898358245,36.72907756738334,6463.0,6120.5,6169.98
7019.98,6753.98,7300.0,6685.1,76.44662206885853,6730.445719595601,5177.213280404399,452.5875661364207,385.0617604141501,67.5258057222706,6753.98,6463.0,6120.5
7115.04,7010.31,7346.34,6923.0,77.32166864211302,6941.234641580816,5090.929358419185,492.3677060835853,406.5229495480372,85.84475653554807,7019.98,6753.98,6463.0
7357.09,7115.02,7480.99,6901.0,79.41842747776508,7179.963724054454,5016.910275945545,537.2322863147419,432.6648169013782,104.56746941336377,7115.04,7019.98,6753.98
7345.01,7357.27,7590.25,7279.02,79.02573511022334,7374.54144423132,4980.831555768679,565.2966464808642,459.19118281727543,106.10546366358875,7357.09,7115.04,7019.98
6960.12,7345.1,7401.0,6906.0,67.5628595912844,7457.702359177945,5034.182640822053,550.1387902408651,477.38070430199343,72.75808593887166,7345.01,7357.09,7115.04
7064.04,6981.72,7198.49,6901.0,68.87558364144863,7536.148417451386,5110.934582548614,540.2835035543585,489.96126415246647,50.322239401892034,6960.12,7345.01,7357.09
7303.0,7070.0,7770.02,6651.0,71.71065816657101,7651.18821373317,5157.80478626683,545.4673843150249,501.0624881849782,44.40489613004672,7064.04,6960.12,7345.01
7079.99,7303.01,7392.0,7015.0,65.69631651830178,7724.062651085971,5191.928348914027,525.5227053176541,505.95453161151335,19.568173706140726,7303.0,7064.04,6960.12
6506.98,7079.0,7279.91,6255.01,53.32171917152421,7732.528074994858,5231.663925005141,458.1974701451527,496.40311931824124,-38.205649173088545,7079.99,7303.0,7064.04
6245.05,6503.0,6797.98,6100.0,48.7970069171719,7728.6458335087555,5265.049166491244,379.33345432458736,472.9891863195105,-93.65573199492314,6506.98,7079.99,7303.0
5811.03,6245.05,6630.0,5325.01,42.379686228861225,7734.097246320863,5249.107753679135,278.5998413104744,434.1113173177033,-155.5114760072289,6245.05,6506.98,7079.99
6465.99,5839.94,6697.47,5699.99,52.52595790697986,7693.557551735019,5388.54344826498,248.7500893329161,397.0390717207459,-148.28898238782978,5811.03,6245.05,6506.98
6574.99,6465.99,6684.98,6311.07,53.97836809417841,7669.6481551821125,5500.952844817886,231.2239293581015,363.87604324821706,-132.65211389011557,6465.99,5811.03,6245.05
7240.06,6575.99,7298.0,6575.99,61.6814968217938,7720.918205085624,5587.511794914374,267.9115940005331,344.6831533986803,-76.77155939814719,6574.99,6465.99,5811.03
7864.5,7240.14,7940.0,7076.0,67.22796571697569,7868.103561232227,5649.893438767773,343.41524471468347,344.42957166188097,-1.0143269471975032,7240.06,6574.99,6465.99
7699.19,7876.98,7989.0,7451.0,64.56362921549588,7931.1333267028185,5784.818673297181,385.46984006377807,352.63762534226043,32.83221472151763,7864.5,7240.06,6574.99
7761.94,7680.01,7819.99,7422.0,65.12857668322198,8030.77378270028,5844.374217299721,419.03147641917985,365.91639555764436,53.11508086153549,7699.19,7864.5,7240.06
8038.0,7761.94,8123.15,7650.33,67.57752400525695,8159.052480092319,5907.8455199076825,462.5727986187767,385.24767616987083,77.32512244890586,7761.94,7699.19,7864.5
8212.0,8057.11,8319.99,7954.0,69.05276207513424,8324.687712356092,5917.110287643909,505.29522713847564,409.2571863635918,96.03804077488383,8038.0,7761.94,7699.19
8119.51,8212.49,8400.0,7801.0,67.29984955977713,8455.263734499844,5923.087265500155,525.6307454699954,432.5318981848726,93.09884728512282,8212.0,8038.0,7761.94
8205.92,8091.09,8322.68,8091.09,68.11423488369263,8586.360138374364,5910.584861625637,542.4661430748038,454.51874716285886,87.94739591194491,8119.51,8212.0,8038.0
8019.99,8233.03,8260.0,8000.0,64.39784175830336,8671.123714253716,5916.316285746283,534.6422962629031,470.5434569828677,64.09883928003535,8205.92,8119.51,8212.0
8138.0,8019.97,8369.0,7850.0,65.67784860454157,8758.56400612172,5906.966993878278,531.8336151850563,482.80148862330543,49.03212656175083,8019.99,8205.92,8119.51
8700.01,8138.99,8734.78,8090.0,71.02133031335958,8945.954806171203,5855.076193828796,568.4050061903326,499.9221921367109,68.48281405362172,8138.0,8019.99,8205.92
9128.02,8700.04,9350.0,8604.72,74.30254398204215,9211.687486331131,5806.1335136688685,624.7235033461429,524.8824543785973,99.84104896754559,8700.01,8138.0,8019.99
9650.0,9128.0,9654.28,9112.04,77.62929546891708,9564.305193058508,5712.11180694149,703.3677560654132,560.5795147159606,142.78824134945262,9128.02,8700.01,8138.0
9896.8,9650.0,9939.0,9570.5,79.01274058525334,9922.044421633658,5613.752578366342,776.6557859045524,603.7947689536791,172.86101695087336,9650.0,9128.02,8700.01
9687.88,9896.79,11300.03,8520.0,74.79596960433348,10181.920798123838,5614.665201876163,808.5584214092378,644.7474994447908,163.81092196444695,9896.8,9650.0,9128.02
9838.96,9687.88,10900.0,8850.8,75.80169513518177,10403.699884659174,5726.0841153408255,836.3909885834601,683.0761972725247,153.31479131093533,9687.88,9896.8,9650.0
10782.99,9837.0,10898.0,9380.0,80.92395234194846,10757.420702715539,5826.157297284463,923.9728461862433,731.2555270552684,192.71731913097483,9838.96,9687.88,9896.8
10890.01,10775.04,11190.0,10620.0,81.40451258518377,10983.092456123262,6108.38354387674,990.5987135823125,783.1241643606772,207.47454922163524,10782.99,9838.96,9687.88
11165.41,10902.69,11825.0,10500.0,82.61801980203535,11276.168314482187,6285.249685517811,1053.478823780575,837.195096244657,216.28372753591816,10890.01,10782.99,9838.96
11579.0,11165.41,11600.0,10802.0,84.27741395114457,11594.103459141388,6467.715540858611,1123.731345174876,894.5023460307008,229.2289991441752,11165.41,10890.01,10782.99
11699.99,11571.03,11853.0,11447.68,84.73647380130457,11928.68136867975,6579.130631320247,1175.6180631313819,950.7254894508371,224.89257368054473,11579.0,11165.41,10890.01
13550.05,11699.99,13615.23,11665.58,89.69239288521312,12721.962595988114,6354.404404011884,1350.4558271926726,1030.6715569992043,319.7842701934683,11699.99,11579.0,11165.41
16599.0,13541.01,16649.96,13050.0,93.46071912496977,14300.468252470622,5665.879747529375,1715.2682539963334,1167.5908963986303,547.6773575977031,13550.05,11699.99,11579.0
15880.0,16599.0,17204.99,14015.0,85.52063964574447,15282.719402044091,5495.434597955907,1924.1866139821504,1318.9100399153344,605.276574066816,16599.0,13550.05,11699.99
14656.07,15880.01,16269.3,12535.0,73.9962527149956,15823.477408420624,5616.483591579376,1968.3055955780765,1448.7891510478828,519.5164445301937,15880.0,16599.0,13550.05
14899.98,14664.01,15720.12,12368.0,74.72715404242355,16330.256285500098,5778.502714499899,1999.8981242292666,1559.0109456841597,440.88717854510696,14656.07,15880.0,16599.0
16587.97,14946.26,17470.0,14901.08,79.10441380214132,17091.995289350474,5863.609710649528,2136.5137164861335,1674.5114998445545,462.002216641579,14899.98,14656.07,15880.0
16349.99,16587.97,16976.45,15875.0,77.07751917477229,17669.684133017934,6100.327866982066,2200.21683045962,1779.6525659675676,420.5642644920522,16587.97,14899.98,14656.07
16033.29,16349.99,16546.0,14666.56,74.34735802876318,18054.063638040152,6517.278361959848,2199.7891638524125,1863.6798855445368,336.1092783078757,16349.99,16587.97,14899.98
16334.98,16030.34,16445.0,15450.0,75.24683255531626,18391.237210855874,6999.802789144127,2198.4517137886196,1930.6342511933535,267.8174625952661,16033.29,16349.99,16587.97
17539.83,16334.98,17991.0,16298.45,78.49054875440595,18896.019332278054,7379.002667721942,2268.463663581504,1998.2001336709836,270.26352991052045,16334.98,16033.29,16349.99
19102.66,17516.81,19539.0,17190.01,81.8186830894323,19641.813804198697,7630.672195801301,2422.1350924667368,2082.9871254301343,339.1479670366025,17539.83,16334.98,16033.29
18860.02,19120.19,19798.68,18510.0,79.75536231649002,20220.31963669918,7973.168363300821,2495.5743590581096,2165.5045721557294,330.0697869023802,19102.66,17539.83,16334.98
18856.25,18860.04,19300.0,17029.98,79.72172242586717,20684.597173720846,8404.835826279155,2524.3719114125142,2237.2780400070865,287.09387140542776,18860.02,19102.66,17539.83
17295.2,18856.25,18950.0,16300.0,67.10100961699297,20748.713777039673,9101.451222960328,2393.6381201071326,2268.5500560270957,125.08806408003693,18856.25,18860.02,19102.66
16488.98,17295.2,17720.35,14777.66,61.67089611661509,20623.01733632775,9892.149663672248,2199.6195870888732,2254.7639622394513,-55.14437515057807,17295.2,18856.25,18860.02
15492.64,16480.52,17309.5,14022.0,55.67469262827107,20450.154372661487,10535.977627338514,1943.0637610821032,2192.4239220079817,-249.36016092587852,16488.98,17295.2,18856.25
13326.61,15514.03,15699.34,10961.0,45.35120349975461,20220.80919402957,11008.982805970425,1547.1265895829856,2063.3644555229826,-516.2378659399969,15492.64,16488.98,17295.2
13300.0,13326.61,14950.0,12978.18,45.24021998477876,19997.258221782675,11445.992778217325,1217.1655966468352,1894.1246837477534,-676.9590871009182,13326.61,15492.64,16488.98
13500.0,13300.0,13819.99,11640.0,46.30383085226646,19792.46952326444,11842.881476735562,960.7327321339326,1707.4462934249893,-746.7135612910567,13300.0,13326.61,15492.64
13699.34,13500.0,14300.0,12708.0,47.40044113737483,19559.81485287621,12275.471147123795,764.7770379185931,1518.9124423237101,-754.135404405117,13500.0,13300.0,13326.61
15689.01,13699.34,16050.0,13533.0,56.868748595171056,19504.392660163365,12544.789339836638,761.255202987275,1367.380994456423,-606.125791469148,13699.34,13500.0,13300.0
15459.99,15709.98,16498.05,14200.15,55.62750541094501,19445.25633189672,12490.024668103282,731.5512559272684,1240.215046750592,-508.66379082332355,15689.01,13699.34,13500.0
14182.11,15459.97,15539.99,13150.0,49.17761922494655,19446.602230486256,12318.889769513744,598.0030209836477,1111.7726415972031,-513.7696206135554,15459.99,15689.01,13699.34
14378.9,14199.14,14981.0,13850.0,50.136452885771995,19453.8096408609,12283.9653591391,502.25471131575614,989.8690555409138,-487.61434422515765,14182.11,15459.99,15689.01
12440.01,14378.99,14398.85,11750.0,41.77407262783859,19613.037311781656,11878.740688218346,266.84524121908,845.264292676547,-578.419051457467,14378.9,14182.11,15459.99
13716.36,12345.1,14050.11,12149.98,47.93090883610088,19546.209124464407,11658.407875535599,181.18374480465718,712.4481831021691,-531.2644382975119,12440.01,14378.9,14182.11
13380.0,13715.65,13818.55,12750.0,46.53442853091374,19496.341525335538,11411.276474664463,85.17312801495791,586.9931720847269,-501.820044069769,13716.36,12440.01,14378.9
14675.11,13382.16,15473.49,12890.02,52.297420466424036,19432.841742837387,11338.958257162612,112.2941190997808,492.0533614877377,-379.7592423879569,13380.0,13716.36,12440.01
14919.51,14690.0,15307.56,14150.0,53.319969535570806,19342.663622591266,11287.589377408738,151.7593500739331,423.9945592049768,-272.2352091310437,14675.11,13380.0,13716.36
15059.54,14919.51,15280.0,13918.04,53.92932600991123,19087.615644066525,11294.608355933473,192.12043587904918,377.6197345397913,-185.4992986607421,14919.51,14675.11,13380.0
16960.39,15059.56,17176.24,14600.0,61.31220455067805,18648.107760066356,11519.889239933647,373.1877203602198,376.733331703877,-3.5456113436571854,15059.54,14919.51,14675.11
17069.79,16960.39,17143.13,16011.21,61.692689062570544,18251.453608020987,11737.520391979011,519.5237669439266,405.2914187518869,114.2323481920397,16960.39,15059.54,14919.51
16150.03,17069.79,17099.96,15610.0,56.6484793287286,17655.42499646218,12062.927003537823,554.8828488320851,435.20970476792655,119.67314406415852,17069.79,16960.39,15059.54
14902.54,16218.85,16322.3,12812.0,50.6048376315345,17303.776556648798,12175.309443351201,476.74751015378024,443.5172658450973,33.23024430868293,16150.03,17069.79,16960.39
14400.0,14902.54,15500.0,14011.05,48.36626470551616,17072.840353707816,12197.347646292186,370.0086834382564,428.81554936372913,-58.80686592547272,14902.54,16150.03,17069.79
14907.09,14401.0,14955.66,13131.31,50.7344810143168,17015.567095678056,12196.065904321944,322.6163983085644,407.5757191526962,-84.95932084413181,14400.0,14902.54,16150.03
13238.78,14940.0,14968.68,11400.0,43.64241192251847,17020.78539002455,12182.064609975449,148.72459202964637,355.8054937280863,-207.0809016984399,14907.09,14400.0,14902.54
13740.01,13238.76,14109.78,12500.0,46.0810972680155,17002.718328371226,12244.132671628775,50.773865263774496,294.7991680352239,-244.0253027714494,13238.78,14907.09,14400.0
14210.0,13749.95,14580.0,13706.15,48.33848794629889,16990.8261241988,12327.024875801202,10.945303093774783,238.02839504693407,-227.08309195315928,13740.01,13238.78,14907.09
13474.99,14210.0,14339.5,12569.2,45.154605341142336,17000.03386585782,12295.382134142177,-79.01742000914419,174.61923203571843,-253.63665204486261,14210.0,13740.01,13238.78
13539.93,13477.98,14249.99,13147.79,45.4961870370006,16888.83314048808,12191.674859511912,-143.42015269651347,111.01135508927204,-254.43150778578553,13474.99,14210.0,13740.01
10900.0,13500.0,13542.93,9035.0,35.74893240446585,17103.131757440526,11521.377242559473,-402.8364230048901,8.241799470439616,-411.0782224753297,13539.93,13474.99,14210.0
10988.79,10899.99,11680.99,9037.94,36.243683604264056,17297.857753696855,11007.319246303148,-594.4090972008562,-112.28837986381954,-482.12071733703664,10900.0,13539.93,13474.99
10961.97,10972.59,11878.82,10435.33,36.1531245775355,17417.106678677326,10546.37732132267,-739.8672425429831,-237.80415239965228,-502.0630901433309,10988.79,10900.0,13539.93
11474.98,10960.0,11795.0,10360.0,39.27844151907832,17479.446122883455,10387.534877116546,-804.4747667564097,-351.1382752710038,-453.33649148540593,10961.97,10988.79,10900.0
12799.94,11474.98,13099.0,11412.45,46.55495715983369,17467.189193995102,10308.149806004898,-740.2305789833808,-428.95673601347926,-311.2738429699016,11474.98,10961.97,10988.79
11530.0,12799.8,12799.8,10965.0,41.430311152459254,17515.238272173276,10075.100727826724,-782.766892506128,-499.71876731200905,-283.04812519411894,12799.94,11474.98,10961.97
10760.05,11530.0,11926.35,9900.24,38.65228030235689,17520.27938217413,9678.553617825875,-868.5931564626262,-573.4936451421326,-295.09951132049366,11530.0,12799.94,11474.98
10799.18,10760.05,11399.0,9905.0,38.87659535312394,17445.9461217807,9340.853878219297,-922.815976867716,-643.3581114872493,-279.4578653804667,10760.05,11530.0,12799.94
11349.99,10799.14,11570.48,10500.0,42.08667033126004,17277.98673079966,9137.858269200342,-910.842562918795,-696.8550017735585,-213.98756114523655,10799.18,10760.05,11530.0
11175.27,11349.96,11794.05,10950.21,41.344924136690885,16692.37548164271,9144.957518357294,-905.0194885950677,-738.4878991378604,-166.53158945720736,11349.99,10799.18,10760.05
11089.0,11184.7,11643.0,10311.15,40.961054512161326,15952.24633405,9287.007665950001,-897.0255757933428,-770.1954344689568,-126.83014132438598,11175.27,11349.99,10799.18
11491.0,11089.0,11650.0,10842.69,43.589346538860156,15327.98417690198,9445.366823098022,-848.4716489453422,-785.8506773642339,-62.62097158110828,11089.0,11175.27,11349.99
11879.95,11499.98,12244.0,11408.0,46.09001789498766,14945.78132921698,9525.310670783017,-769.734280059356,-782.6273979032584,12.89311784390236,11491.0,11089.0,11175.27
11251.0,11879.95,11975.02,11139.55,42.78697579392914,14628.215109244877,9527.976890755122,-749.4462072277784,-775.9911597681623,26.544952540383974,11879.95,11491.0,11089.0
10237.51,11250.11,11308.42,9900.0,38.05437515814995,14160.209289640794,9529.024710359206,-805.8585010807838,-781.9646280306866,-23.893873050097113,11251.0,11879.95,11491.0
10285.1,10230.0,10425.85,9700.0,38.39892927828842,14014.778110649955,9379.087889350047,-837.07624126669,-792.9869506778873,-44.08929058880267,10237.51,11251.0,11879.95
9224.52,10285.1,10335.0,8750.99,33.87662887791791,13828.3267036908,9113.990296309203,-936.5999266970539,-821.7095458817207,-114.89038081533317,10285.1,10237.51,11251.0
8873.03,9224.52,9250.0,8010.02,32.51011809167326,13467.31977478223,8941.300225217772,-1031.939908994953,-863.7556185043672,-168.18429049058568,9224.52,10285.1,10237.51
9199.96,8873.03,9473.01,8229.0,35.13116886701215,13160.982577863799,8820.1344221362,-1068.7965913195749,-904.7638130674088,-164.03277825216605,8873.03,9224.52,10285.1
8184.81,9199.96,9368.0,7930.0,31.09320536494134,12890.417201849694,8555.187798150306,-1166.473518026105,-957.1057540591481,-209.3677639669569,9199.96,8873.03,9224.52
6939.99,8179.99,8382.8,6625.0,26.995651886015295,13244.616514797644,7804.987485202355,-1329.0097595423213,-1031.4865551557828,-297.5232043865385,8184.81,9199.96,8873.03
7652.14,6939.63,7878.0,6000.01,32.477853225961454,13340.156463136105,7375.782536863893,-1384.397871732608,-1102.068818471148,-282.3290532614601,6939.99,8184.81,9199.96
7599.0,7655.02,8476.0,7150.01,32.28304133979967,13388.221011017376,6991.4209889826225,-1416.255590722345,-1164.9061729213875,-251.34941780095755,7652.14,6939.99,8184.81
7784.02,7599.0,7844.0,7572.09,33.772566594144536,13309.933305163599,6700.612694836403,-1410.3162470166135,-1213.9881877404327,-196.32805927618074,7599.0,7652.14,6939.99
8683.92,7789.9,8738.0,7789.9,40.6146731865112,12887.922347352855,6711.021652647144,-1317.8040404435596,-1234.7513582810582,-83.05268216250147,7784.02,7599.0,7652.14
8533.98,8683.93,9065.78,8120.0,39.875466935502175,12677.890403926338,6621.451596073663,-1242.266282696084,-1236.2543431640634,-6.011939532020733,8683.92,7784.02,7599.0
8063.88,8533.99,8549.0,7726.53,37.56688505877985,12573.257135431304,6456.4678645686945,-1206.428252749245,-1230.2891250810999,23.860872331854807,8533.98,8683.92,7784.02
8903.0,8063.82,8989.0,8053.0,43.81926578357471,12430.50257210386,6409.60442789614,-1097.6632064632686,-1203.7639413575337,106.10073489426509,8063.88,8533.98,8683.92
8539.9,8903.0,8950.0,8351.0,41.865495466369964,12176.761559608978,6382.336440391024,-1028.9046863649892,-1168.7920903590248,139.8874039940356,8903.0,8063.88,8533.98
9449.99,8535.17,9489.6,8533.0,48.11047324701998,11959.353167941637,6427.216832058362,-890.7088693493552,-1113.1754461570908,222.4665768077357,8539.9,8903.0,8063.88
10000.09,9449.98,10219.5,9301.5,51.50176272161363,11794.157870587413,6483.521129412583,-728.4026438317014,-1036.220885692013,307.8182418603117,9449.99,8539.9,8903.0
10159.98,10000.89,10323.37,9666.0,52.474018620127204,11549.18439756433,6595.392602435668,-580.1840039665112,-945.0135093469128,364.82950538040154,10000.09,9449.99,8539.9
11039.55,10156.07,11075.07,10050.0,57.51924490241863,11337.947313858422,6722.589686141579,-387.28137724630324,-833.4670829267909,446.1857056804877,10159.98,10000.09,9449.99
10383.43,11039.55,11274.0,10080.0,52.99945247350776,11154.315722113683,6819.46427788632,-284.0734346336467,-723.5883532681621,439.5149186345154,11039.55,10159.98,10000.09
11153.0,10375.01,11250.0,10270.33,57.24329339680084,11338.08191795689,6727.247082043112,-138.5850074056816,-606.5876840956661,468.00267668998447,10383.43,11039.55,10159.98
11200.99,11147.11,11786.01,11100.59,57.500998022811686,11514.268738989482,6642.649261010517,-19.190769464619734,-489.10830116945687,469.91753170483713,11153.0,10383.43,11039.55
10437.6,11195.07,11304.03,10200.0,52.11955138865946,11645.831879755768,6632.394120244235,13.673214899055893,-388.55199795575436,402.22521285481025,11200.99,11153.0,10383.43
9811.04,10439.02,10933.44,9679.0,48.13748976084006,11706.128191955708,6665.898808044294,-10.716463618280613,-312.98489108825964,302.26842746997903,10437.6,11200.99,11153.0
10131.04,9815.55,10435.0,9570.19,50.22898001441058,11786.16987255431,6678.965127445691,-4.1759956347887055,-251.22311199756547,247.04711636277676,9811.04,10437.6,11200.99
9694.51,10131.04,10496.97,9352.0,47.41960910153346,11822.254591144427,6793.8504088555765,-33.82701364618697,-207.74389232728979,173.91687868110282,10131.04,9811.04,10437.6
9590.0,9694.51,9847.0,9274.8,46.74551105243909,11708.887521820798,7172.218478179201,-65.0093552374965,-179.19698490933112,114.18762967183463,9694.51,10131.04,9811.04
10324.0,9590.0,10444.32,9350.0,51.915537469925255,11716.659629579983,7431.632370420019,-30.146410840516182,-149.38687009556813,119.24045925505195,9590.0,9694.51,10131.04
10569.04,10321.0,10870.0,10121.0,53.537225416623976,11702.515608428397,7742.780391571604,17.05876110401914,-116.09774385565068,133.1565049596698,10324.0,9590.0,9694.51
10326.76,10584.33,11098.0,10300.0,51.681297123153854,11632.07426862616,8067.49573137384,34.52128885424827,-85.97393731367089,120.49522616791916,10569.04,10324.0,9590.0
10920.0,10325.64,11060.41,10240.0,55.72826211660426,11717.65798753892,8205.52001246108,95.13334006762852,-49.75248183741101,144.88582190503953,10326.76,10569.04,10324.0
