open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,year,month,day,RSI,upper_band,lower_band,middle_band,MACD,MACD_signal,MACD_hist,close_lag_1,volume_lag_1,close_lag_3,volume_lag_3,close_lag_5,volume_lag_5,close_lag_15,volume_lag_15,close_lag_30,volume_lag_30,volatility_5,volatility_15,volatility_30,returns_5,returns_15,returns_30
4060.0,4089.97,3830.91,0.00678427817949891,0.0007952767667685991,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,0,2017,9,19,0.4262268379087226,0.012793325347373381,0.004640560119359975,0.006837163544810974,0.407272904557193,0.39831206751422216,0.4724877985713776,0.007998379514262317,0.0009631792157296292,0.004888951065799684,0.0013150397703103989,0.0,0.0017982773262331002,0.008849417414243915,0.0014427089833725113,0.00871518375053907,0.0003142433945503858,0.02487476142292068,0.039093131160412097,0.02512945448764736,0.6970381104916075,0.27584801008935156,0.22862130660238697
3910.04,4046.08,3820.0,0.0066867381506838,0.0005567244251410911,1505951999999,2839584.45308804,7231,395.275138,1562210.14983916,0,2017,9,20,0.42387622998221663,0.012092915957940917,0.004548579250805179,0.0064211147278784575,0.4078514346113717,0.39789865557659565,0.4756820940378754,0.00678427817949891,0.0007952767667685991,0.0047436125368082414,0.0005057466895500122,0.0049631488769829105,0.0021978589229398595,0.011436572165649396,0.0012247910917287702,0.008032456961695814,0.0006096631939028262,0.02305219300723808,0.03822689137893226,0.025387812122861755,0.5222189799621888,0.23488948266456647,0.2345404138819141
3889.99,3910.0,3567.0,0.003869249728704647,0.000925893469457104,1506038399999,3757043.07821264,8714,517.258926,1946238.63873747,0,2017,9,21,0.3595721922153515,0.011151149541409451,0.0043038857107711576,0.0058033032416960895,0.40652478850392293,0.39727188521407397,0.47310762688370445,0.0066867381506838,0.0005567244251410911,0.007998379514262317,0.0009631792157296292,0.005108358230990685,0.0013150397703103989,0.013896875133553754,0.000670385350168381,0.008265568968129702,0.0009712016834438952,0.02807988508911619,0.03558638009466489,0.02677234895418366,0.4385821590940427,0.15920190884367946,0.20232100047081858
3592.84,3750.0,3505.55,0.003732071919255512,0.0007119455504225674,1506124799999,3031771.43292849,8152,511.059869,1848104.61254174,0,2017,9,22,0.3566125632479129,0.010778611510582181,0.0037976420796109606,0.005361339953483778,0.40554062392635193,0.39655085279624097,0.4719702236365497,0.003869249728704647,0.000925893469457104,0.00678427817949891,0.0007952767667685991,0.004963051746980224,0.0005057466895500122,0.01459465707281253,0.00026674171971996117,0.00898442811797022,0.0010165044282484212,0.03218252915507078,0.029736123686055382,0.028180484328962408,0.4386967727395722,0.14905917995850143,0.19421682833141102
3595.88,3817.19,3542.91,0.0055209210732123405,0.0005986199928279144,1506211199999,2799706.99951511,8402,431.94671,1608679.14327472,0,2017,9,23,0.4134992999285322,0.010181838429381557,0.0036918384799300777,0.004993614715634906,0.4061438389686662,0.39610863417751135,0.4753345012284649,0.003732071919255512,0.0007119455504225674,0.0066867381506838,0.0005567244251410911,0.008217101096791989,0.0009631792157296292,0.010623885433219238,0.0010976446902661054,0.010946454172122137,0.0007354732591043895,0.02461188676442815,0.027546709755193424,0.028706203863689484,0.4030718036046223,0.22773047390681833,0.19494558524854078
3779.54,3789.99,3622.76,0.004355298298587131,0.00047874167863674573,1506297599999,2445788.43620041,8724,290.93917,1077964.32638088,0,2017,9,24,0.38521313051198103,0.010093568266420432,0.0033289045525580555,0.004771647030435873,0.4059776659187131,0.39571777779980644,0.4759542583463181,0.0055209210732123405,0.0005986199928279144,0.003869249728704647,0.000925893469457104,0.007003267453290184,0.0007952767667685991,0.010390870556788029,0.0004749891682991665,0.010603293872650917,0.000454326108845271,0.020798039418053714,0.02537900147957977,0.029583495859672727,0.4023160593350137,0.21201665244268264,0.18630433904434598
3660.02,3979.87,3653.69,0.006888327353663241,0.0005660084400108929,1506383999999,2784170.85318322,9740,298.839159,1144089.17964881,0,2017,9,25,0.460951519771969,0.009666428308410503,0.003332738597271609,0.0045468397486368925,0.40772210054594143,0.39579436293433906,0.48159459254142967,0.004355298298587131,0.00047874167863674573,0.003732071919255512,0.0007119455504225674,0.006905748930598671,0.0005567244251410911,0.009143332802355984,0.0004770805764522752,0.01115460376786706,0.0,0.022106890184925936,0.02396708159107205,0.02960454850732876,0.4726983371103379,0.27287219286864445,0.20662915449414201
3928.0,3976.99,3850.05,0.006515265888872374,0.00030132581157259056,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,0,2017,9,26,0.4509499553561651,0.008647604430713801,0.003682343904475395,0.004174908074616866,0.4089702357137374,0.3961341521539711,0.48477051714935077,0.006888327353663241,0.0005660084400108929,0.0055209210732123405,0.0005986199928279144,0.004088881722853134,0.000925893469457104,0.009901918123292941,0.0005291786635690687,0.010888176170513665,0.00016119419251525192,0.022572266337268106,0.02119230214852209,0.02968763105403067,0.5439566254246866,0.2547607306484229,0.20531773867336695
3882.36,4249.94,3872.81,0.009533274848176617,0.000434731838748347,1506556799999,2554629.81447101,8373,348.083641,1418522.03112125,0,2017,9,27,0.5320465941080862,0.0075378645486106,0.004381545017395495,0.003923424724581445,0.41211796113805,0.39710839782589186,0.49242611967815403,0.006515265888872374,0.00030132581157259056,0.004355298298587131,0.00047874167863674573,0.0039517341590678615,0.0007119455504225674,0.009467261361296414,0.0007654219822221114,0.011632969031069938,0.0004940759840881916,0.032520343336046614,0.02159889545327446,0.029422978267991947,0.6360338995149142,0.3120090144297363,0.22819672574586933
4192.11,4300.0,4101.0,0.009353544715399762,0.0007261733114922793,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,0,2017,9,28,0.5266360054140533,0.007354529510697545,0.004469956710081574,0.003868801578617992,0.4145467239620586,0.3984297722997893,0.49661471311848654,0.009533274848176617,0.000434731838748347,0.006888327353663241,0.0005660084400108929,0.005740188898429213,0.0005986199928279144,0.007339822912579112,0.0008099141975105872,0.013583242354897482,0.00049368598162834,0.036510086718976424,0.02366899300589366,0.02852437363034641,0.5733425850373517,0.3467046159613359,0.20914049133933735
